player_name,country_birth,country_fifa
Bicou Bissainthe,Haiti,Haiti
François Dulysse,United States,Haiti
Keon Greene,,Antigua and Barbuda
Javier Jiménez,Aruba,Aruba
Mark Jacobs,,Aruba
Glenbert Croes,,Aruba
Donell Arzú,,Belize
Albertini Holness,,Cayman Islands
Ackeem Hyde,,Cayman Islands
D'Andre Rowe,Cayman Islands,Cayman Islands
Izon Gill,,Belize
Kareem Foster,Cayman Islands,Cayman Islands
Raphael Joseph,,St. Lucia
Grant Farrell,American Virgin Islands,American Virgin Islands
Jimson St. Louis,United States,American Virgin Islands
Trezine da Souza,,St. Vincent & Grenadinen
Zaykeese Smith,,St. Kitts & Nevis
Jadiel Chance,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Óscar Santis,,Guatemala
Bevan Baker,,Guyana
Hazlewood Hutson,,Guyana
Brian López,Spain,Dominican Republic
Marcelus Bonney,,Dominica
Audel Laville,,Dominica
Mason Duval,Cayman Islands,Cayman Islands
Karel Espino,,Cuba
Gio Calderón,United States,Puerto Rico
Khozhimat Erkinov,Uzbekistan,Uzbekistan
Tahnoon Alzaabi,,United Arab Emirates
Witan,Indonesia,Indonesia
Oybek Bozorov,Uzbekistan,Uzbekistan
Bruno Langa,Mozambique,Mozambique
Cliff Nyakeya,Kenya,Kenya
Jesús Owono,Equatorial Guinea,Equatorial Guinea
Firas Al-Buraikan,Saudi Arabia,Saudi Arabia
Saud Abdulhamid,,Saudi Arabia
Romario Matova,Zimbabwe,Zimbabwe
Naim Van Attenhoven,Belgium,Niger
Sareth Krya,Cambodia,Cambodia
Kouch Dani,,Cambodia
Vanna Bounlovongsa,Laos,Laos
Lathasay Lounlasy,Laos,Laos
João Pedro,East Timor,East Timor
Ethan Willie,Bahamas,Bahamas
Josh Magennis,Northern Ireland,Northern Ireland
Tomas Hubocan,CSSR,Slovakia
Vasco Lopes,Portugal,Cape Verde
Abdulmumin Zabirov,,Tajikistan
Tawonga Chimodzi,Malawi,Malawi
Sayed Mohamed Abbas,,Bahrain
Jean Noel Amonome,Gabon,Gabon
Don Fanchette,,Seychelles
Brandon Molle,,Seychelles
Kangnivi Ama Tchoutchoui,Togo,Togo
Eugene Chouchou Swen,,Liberia
Tyrique Lake,,Anguilla
Abraham Bahachille,Venezuela,Venezuela
Saint-Fort Dimokoyen,,Central African Republic
Kamo-Kamo,Mozambique,Mozambique
Mustafa Karshom,,Sudan
Ahmed Saeed,,Sudan
Daniel Wass,Denmark,Denmark
Vladimirs Kamess,UdSSR,Latvia
Alaa Abdul-Zahra,Iraq,Iraq
Danila Nechaev,Belarus,Belarus
Junmin Hao,China,China
Odil Akhmedov,UdSSR,Uzbekistan
Edward Maova,Namibia,Namibia
Yehun Endeshaw,,Ethiopia
Ezana Kahsay,,Eritrea
Alistair Johnston,Canada,Canada
Aron Gunnarsson,Iceland,Iceland
Sang-bin Jeong,,"Korea, South"
Henry Kessler,United States,United States
Daryl Dike,United States,United States
Tajon Buchanan,Canada,Canada
Ivan Kamberipa,Namibia,Namibia
Ambrosius Amseb,Namibia,Namibia
Stephen Mukwala,Uganda,Uganda
Tito Okello,Uganda,Southern Sudan
Lehlohonolo Fothoane,,Lesotho
Neo Mokhachane,,Lesotho
Tau Masiu,,Lesotho
Motlomelo Mkhwanazi,,Lesotho
Htet Phyo Wai,,Myanmar
Mohamed Mokhtar,,Sudan
Walter Bwalya,Zaire,DR Congo
Yacouba Doumbia,Mali,Mali
Tomas Vaclik,CSSR,Czech Republic
Abdalla Abdelrhman,,Libya
Abdoul Tapsoba,Burkina Faso,Burkina Faso
Kalpi Ouattara,,Cote d'Ivoire
Shamikh Hamid,,Libya
Sasa Balic,Jugoslawien (SFR),Montenegro
Gustavo Sangaré,Burkina Faso,
Néstor Araújo,Mexico,Mexico
Almazbek Malikov,Kyrgyzstan,Kyrgyzstan
Kito,Mozambique,Mozambique
Eldar Moldozhunusov,,Kyrgyzstan
Rodrigue Kossi Fiogbé,Benin,Benin
Akash Mishra,India,India
Mahdi Al-Humaidan,Bahrain,Bahrain
Jérémie Mumbere,,DR Congo
Ye Min Thu,,Myanmar
Domingues,Mozambique,Mozambique
Manuel López,,Guatemala
Odilon Kossounou,Cote d'Ivoire,Cote d'Ivoire
Siad Haji,Kenya,Somalia
Roland Alberg,Netherlands,Suriname
Lwin Moe Aung,,Myanmar
Roy Krishna,Fiji,Fiji
Simione Tamanisau,,Fiji
Sunil Chhetri,India,India
Igor Armas,UdSSR,Moldova
Jim Allevinah,France,Gabon
José Semedo,Portugal,Sao Tome and Principe
Cade Cowell,United States,United States
Ebrima Darboe,The Gambia,The Gambia
George Konusi,,Samoa
Pita Huni,,Tonga
Timote Fakasiieiki,,Tonga
David Anau,,Tonga
Shinichi Chan,Japan,Hongkong
Wilfried Singo,Cote d'Ivoire,Cote d'Ivoire
El Bilal Touré,Cote d'Ivoire,Mali
Jospin Nshimirimana,Burundi,Burundi
Bienvenue Kanakimana,Burundi,Burundi
Onesime Rukundo,Burundi,Burundi
Abdoul Kahar,,Niger
Abdoul Moumouni,,Niger
Amadou Sabo,,Niger
Issa Kabore,Burkina Faso,Burkina Faso
Muhammed Sanneh,The Gambia,The Gambia
Joanet López,Spain,Equatorial Guinea
Kassaly Daouda,Niger,Niger
Dorny Romero,Dominican Republic,Dominican Republic
Bob Jeffry,,Vanuatu
Emilio Estevez,Canada,Chinese Taipei (Taiwan)
Davide Incerti,,Cuba
Sergio Busquets,Spain,Spain
Ryan Koolwijk,Netherlands,Suriname
Chencho Nio,Bhutan,Bhutan
Abdiel Ayarza,Panama,Panama
Edwin Solano,Honduras,Honduras
Timothy Mae'arasia,,Solomon Islands
Nathan Moriah-Welsh,England,Guyana
Abdy Byashimov,Turkmenistan,Turkmenistan
Mirza Beknazarov,,Turkmenistan
Dorji,Bhutan,Bhutan
Chalana Chameera,,Sri Lanka
Duckson Puslas,Sri Lanka,Sri Lanka
Mohamed Aakib,,Sri Lanka
Perfect Chikwende,Zimbabwe,Zimbabwe
Shah Razen Said,Brunei Darussalam,Brunei Darussalam
Azwan Saleh,,Brunei Darussalam
Akram Salim,,Sudan
Josep Gomes,Andorra,Andorra
Abdallah Al-Fakhori,,Jordan
Ahmad Haikal,,Jordan
Ilya Zabarnyi,Ukraine,Ukraine
Djiman Koukou,Benin,Benin
Jamal Yorke,,St. Vincent & Grenadinen
Tristan Marshall,Canada,St. Vincent & Grenadinen
Piero Hincapié,Ecuador,Ecuador
Kermit Erasmus,South Africa,South Africa
Ross Russell Jr.,,Trinidad and Tobago
Amir Abrashi,Switzerland,Albania
Ermir Lenjani,Jugoslawien (SFR),Albania
Julio Enciso,Paraguay,Paraguay
Wilkins Sylvain,,Turks- and Caicosinseln
Nathan Wells,,Bahamas
Hector Kyprianou,England,Cyprus
Jerry Wiltshire,England,British Virgin Islands
Sebastian Turbyfield,United States,Turks- and Caicosinseln
Marvin Blapoh,Liberia,Liberia
Gasimu Kouyateh,Liberia,Liberia
Mothusi Johnson,Botsuana,Botsuana
Kitso Mangolo,,Botsuana
Mothusi Cooper,,Botsuana
Khuda Muyaba,Malawi,Malawi
Ezekiel Morake,,Botsuana
Fortunate Thulare,,Botsuana
Jeyson Chura,,Bolivia
Eric Iradukunda,,Rwanda
Emery Mvuyekure,,Rwanda
Babacar Diop,,Mauritania
Alvin Michel,,Seychelles
Ian Ah-Kong,,Seychelles
Jean Hansley Patate,Mauritius,Mauritius
Adrien Francois,,Mauritius
Metacha Mnata,Tanzania,Tanzania
Kokouvi Amekoudji,,Togo
Rakhman Muratberdyev,,Turkmenistan
Jui-Chieh Chen,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
Daniel González,Chile,Chile
Rakib Hossain,,Bangladesh
Gulzhigit Alykulov,Kyrgyzstan,Kyrgyzstan
Marvin Fletes,,Nicaragua
Denver Fox,Nicaragua,Nicaragua
Yakob Sayuri,Indonesia,Indonesia
Tyrick Bodak,,Curacao
Manolom Phetpackdy,Laos,Laos
Thipphachanth Inthavong,Laos,Laos
Ali Olwan,,Jordan
Abhishek Rijal,Nepal,Nepal
Deep Karki,,Nepal
Pa Modou,The Gambia,The Gambia
Ishan Pandita,India,India
Abd-El-Aziz Yousef,,Somalia
Gavin Kizito,,Uganda
Isma Mugulusi,,Uganda
Simon Lüchinger,Liechtenstein,Liechtenstein
Charlison Benschop,Netherlands Antilles,Curacao
Fatos Beqiraj,Jugoslawien (SFR),Montenegro
Prabath Ruwan,,Sri Lanka
Juma Kaseja,,Tanzania
Aviel Zargary,,Israel
Bongokuhle Hlongwane,,
Marvin Hamilton,England,Sri Lanka
Cheikhou Kouyaté,Senegal,Senegal
Bilal Douah,Morocco,Gibraltar
Mohammed Samar,,Palästina
Seth Mayi,Nigeria,Nigeria
Zulkifilu Rabiu,,Nigeria
Sunusi Ibrahim,,Nigeria
Ibrahim Olawoyin,Nigeria,Nigeria
Nick Blackman,England,Barbados
Mohamed Ahmed,,Bahrain
Quincy Kammeraad,,Philippines
Thae-hyok Han,"Korea, North","Korea, North"
Abdulaziz Mahran,,Kuwait
Moaath Meshal,,Kuwait
Youssouf Ndayishimiye,Burundi,Burundi
Justin Garcia,,Trinidad and Tobago
Cavafe,Cuba,Cuba
Andrey Galabinov,Bulgaria,Bulgaria
Wesley Katjiteo,Namibia,Namibia
Isaskar Gurirab,Namibia,Namibia
Erasto Nyoni,Tanzania,Tanzania
Dulguun Amaraa,,Mongolia
Batbayar Khash-Erdene,,Mongolia
Nazirrudin Ismail,,Brunei Darussalam
Razimie Ramlli,Brunei Darussalam,Brunei Darussalam
Nur Asyraffahmi Norsamri,,Brunei Darussalam
Wafi Aminuddin,Brunei Darussalam,Brunei Darussalam
Asri Aspar,,Brunei Darussalam
Hafis Mahari,,Brunei Darussalam
Nur Ikhmal Damit,,Brunei Darussalam
Syakir Basri,,Brunei Darussalam
Amin Sisa,Brunei Darussalam,Brunei Darussalam
Ishyra Asmin,,Brunei Darussalam
Hariz Danial Khallidden,,Brunei Darussalam
Khairil Shahme Suhaimi,,Brunei Darussalam
Wa-Keng Ng,Macao,Macao
Wai-Chon U,,Macao
Jude Supan,Sri Lanka,Sri Lanka
Harsha Fernando,,Sri Lanka
Stanley Nwabili,,Nigeria
Anthony Shimaga,Nigeria,Nigeria
Mohamed Musthaq,,Sri Lanka
Mouzinho,East Timor,East Timor
Elias,East Timor,East Timor
Danilson,East Timor,East Timor
Duarte Ximenes,East Timor,East Timor
Fernando,,East Timor
Natalino,,East Timor
Edit Savio,East Timor,East Timor
Paulo Gali,East Timor,East Timor
Van Toan Nguyen,Vietnam,Vietnam
Suman Aryal,Nepal,Nepal
Ouk Sovann,Cambodia,Cambodia
Ken Chansopheak,,Cambodia
Sieng Chanthea,,Cambodia
Gyeltshen Zangpo,,Bhutan
Nima Tshering,,Bhutan
Chimi Tshewang,,Bhutan
Phuntsho Jigme,,Bhutan
Devan Mendiola,Guam,Guam
Kyle Halehale,Guam,Guam
Santosh Tamang,,Nepal
Auwalu Ali Malam,,Nigeria
Matthew Hoppe,United States,United States
Xaysavath Souvanhnasok,Laos,Laos
Solasak Thilavong,Laos,Laos
Vannasone Douangmaity,Laos,Laos
Sisawad Dalavong,Laos,Laos
Faisal Hamidi,Afghanistan,Afghanistan
Atti Kepo,,Papua New Guinea
Jean-Gilles Hnamuko,Neukaledonien,Neukaledonien
Louis Ukajo,,Neukaledonien
Ilkhomdzhon Barotov,,Tajikistan
Khalid Mahmud,,Brunei Darussalam
Muhammad Umer Hayat,Pakistan,Pakistan
Yaqoob Butt,Denmark,Pakistan
Abdullah Qazi,Pakistan,Pakistan
Ali Khan Niazi,,Pakistan
Ahmed Faheem,,Pakistan
Ali Uzair,Pakistan,Pakistan
Tabish Hussain,England,Pakistan
Hsuan Tuan,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
Manaf Saeed,Yemen,Yemen
Suman Lama,Nepal,Nepal
Steven Zuber,Switzerland,Switzerland
José Hurtado,Ecuador,Ecuador
Uche Onwuansanya,,Nigeria
Nickson Kibabage,,Tanzania
Adeleke Adekunle,,Nigeria
Olisa Ndah,Nigeria,Nigeria
Denis Onyango,Uganda,Uganda
Fernandy Mendy,Senegal,Guinea-Bissau
Rico Haring,,Tahiti
Tuteramana Teihotua,,Tahiti
Francois Mu,,Tahiti
Moussa Maazou,Niger,Niger
Neymar,Brazil,Brazil
Niall McGinn,Northern Ireland,Northern Ireland
Chikau Mansale,Vanuatu,Vanuatu
Pedri,Spain,Spain
Dillon De Silva,,Sri Lanka
Emmanuel Agbadou,Cote d'Ivoire,
Henok Goitom,Sweden,Eritrea
Seamus Coleman,Ireland,Ireland
Shane Sakael,,Papua New Guinea
Junior Teoni,,American Samoa
King Moe,,American Samoa
Soeli Fakahafua,,Tonga
Kevin Daniells,,Samoa
Ritchievoy Ueligitone,,Samoa
Thomas Konusi,,Samoa
Matthew Johnston,,Samoa
Aidil Zafuan,Malaysia,Malaysia
Ali Ashfaq,Maldives,Maldives
Chun-Ching Wu,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
Tsend-Ayush Khurelbaatar,Mongolia,Mongolia
Lamar Walker,Jamaica,Jamaica
Mahmood Khan,Pakistan,Pakistan
Abdal Razak Al-Mohamad,,Syria
Anayo Iwuala,Nigeria,Nigeria
Bader Al Mutawa,Kuwait,Kuwait
Abdullah Al-Hamdan,,Saudi Arabia
Baihakki Khaizan,Singapore,Singapore
Hassan Sunny,Singapore,Singapore
Carlos Ventura,Dominican Republic,Dominican Republic
Nick Tauotaha,,Tahiti
Zohib Islam Amiri,Afghanistan,Afghanistan
Moisés Caicedo,Ecuador,Ecuador
Akram Abdul Ghanee,Maldives,Maldives
Marlos,Brazil,Ukraine
Abdoulaye Ousmane,France,Mauritania
James Gomez,The Gambia,The Gambia
Andriy Yarmolenko,UdSSR,Ukraine
Youssef Msakni,Tunisia,Tunisia
Hakeme Yazid Said,,Brunei Darussalam
Mansour Makkari,,Libya
Mohamed Umair,,Maldives
Alexis Gonçalves Pereira,France,Cape Verde
Denis Espinoza,Nicaragua,Nicaragua
Kervin García,,Guatemala
Ahmed Nawwas,Jordan,Jordan
Odai Al-Saify,Kuwait,Jordan
Norshahrul Idlan,Malaysia,Malaysia
Abdoulie Sanyang,The Gambia,The Gambia
Kevin Moscoso,,Guatemala
Wéverton,Brazil,Brazil
Yeasin Arafat,,Bangladesh
Manik Mollah,,Bangladesh
Mohammad Emon,,Bangladesh
Simão Júnior,Portugal,Guinea-Bissau
Marco Djoco,,Guinea-Bissau
Cameron Hepple,Bahamas,Bahamas
Lesly St. Fleur,Bahamas,Bahamas
Christian Eriksen,Denmark,Denmark
Nicolai Boilesen,Denmark,Denmark
Jens Stryger Larsen,Denmark,Denmark
Armando Ravo,,Vanuatu
Ian Gaynair,Belize,Belize
Tandi Mwape,,Zambia
Loide Augusto,Angola,Angola
Deon McCaulay,Belize,Belize
Kamol Bess,,St. Vincent & Grenadinen
Benjamin Totori,Solomon Islands,Solomon Islands
Jordi Alba,Spain,Spain
Kouch Sokumpheak,Cambodia,Cambodia
El Fardou Ben,France,Comoros
Alimardon Shukurov,Kyrgyzstan,Kyrgyzstan
Martin Turk,Slovenia,Slovenia
Anton Zabolotnyi,UdSSR,Russia
Kamel Hamisha,,Syria
Ondrej Celustka,CSSR,Czech Republic
Manuchekhr Dzhalilov,UdSSR,Tajikistan
Marcel Halstenberg,Germany,Germany
Sinaly Diomandé,Cote d'Ivoire,Cote d'Ivoire
Abu Dumbuya,Sierra Leone,Sierra Leone
Ben Benaiah,Liberia,Liberia
Jeremy Saygbe,Liberia,Liberia
Júlio Franque,Mozambique,Mozambique
Dominic Angelo Kornelio,,Southern Sudan
Ramadan John,,Southern Sudan
Eduardo Varela,,Sao Tome and Principe
Vavá Pequeno,,Sao Tome and Principe
Ramadan Yesuf,,Ethiopia
Dovletmurad Seyitmukhammedov,Turkmenistan,Turkmenistan
Wendell Rudath,,Namibia
Elmo Kambindu,Namibia,Namibia
Kibrom Solomun,Eritrea,Eritrea
Ablelom Teklezgi,Ethiopia,Eritrea
Filmon Tumzghi,Eritrea,Eritrea
Robel Teklemichael,,Eritrea
Hermon Fessehaye,Eritrea,Eritrea
Zerit Yohhanes,,Eritrea
Abel Okray,Eritrea,Eritrea
Esey Tesfay,Eritrea,Eritrea
Ali Sulieman,,Eritrea
Vicente Esono,,Equatorial Guinea
Jackson Morgan,Sudan,Southern Sudan
Emmanuel Thomas Lumeri,Sudan,Southern Sudan
David Majak,Sudan,Southern Sudan
Ryan Quitugua,Guam,Guam
Hassan Houbeib,,Mauritania
Eric Mbangossoum,Chad,Chad
Romeo Otodjibaye,Chad,Chad
Collyns Ambassa,Chad,Chad
Mintesinot Alo,Ethiopia,Ethiopia
Haider Sherifa,,Ethiopia
Bechir Seid,,Chad
Nichika Fermin,Guam,Guam
Olivier Bonté,,Seychelles
Michel Souris,,Seychelles
Stan Esther,,Seychelles
Dean Mothe,,Seychelles
Rendy Emile,,Seychelles
Brandon Labrosse,,Seychelles
Norris Bibi,,Seychelles
Josip Ravighia,,Seychelles
Albert Rose,,Seychelles
Ricky Pool,,Seychelles
Gerrick Vidot,,Seychelles
Hamad Al Harbi,,Kuwait
Mubarak Al Fnaini,Kuwait,Kuwait
Timothy Herring,,American Virgin Islands
Iddy Seleman Nado,,Tanzania
Anwar Shakunda,,Somalia
Sean Evans,Guam,Guam
Ali Abdallah Abu-Eshrein,,Sudan
Kyle Lake-Bryan,,Anguilla
Haisham Hassan,Maldives,Maldives
Ibrahim Aisham,,Maldives
Mohamed Naim,,Maldives
Hassan Nazeem,,Maldives
Rodolfo Sulia,Puerto Rico,Puerto Rico
D'Andre Bishop,,Antigua and Barbuda
Phillip Graham,,British Virgin Islands
Giovanni Grant,,British Virgin Islands
Miguel Marshall,,British Virgin Islands
Ibroihim Youssouf,Comoros,Comoros
Marouf Tchakei,,Togo
Klousseh Agbozo,,Togo
Chimwemwe Idana,,Malawi
Charles Petro,Malawi,Malawi
Peter Banda,,Malawi
Eyob Girmay,Eritrea,Eritrea
Abdulahi Abdurahman,,Eritrea
Nahom Awet,,Eritrea
Samiyuma Alexander,Eritrea,Eritrea
Michael Habte,Eritrea,Eritrea
Mewael Tesfay,,Eritrea
Bradley Nestor,United States,St. Lucia
Nicholas Gioacchini,United States,United States
Mohamed Kamara,Sierra Leone,Sierra Leone
Youssouf Assogba,Benin,Benin
Abdoul Ouorou,Benin,Benin
Marcel Dandjinou,Benin,Benin
Ibrokhimkhalil Yuldoshev,Uzbekistan,Uzbekistan
Barry Tibbetts,,Cayman Islands
Carlos Bernárdez,Belize,Belize
Ean Lewis,Belize,Belize
Farhan Mohamed Ahmed,,Somalia
Said Aweys Ali,Somalia,Somalia
Taiga Simon,Guam,Guam
Logan Russell,,Bahamas
Chamod Dilshan,,Sri Lanka
Christopher Louisy,,Turks- and Caicosinseln
Alexander Abraham Andue,,Eritrea
Robel Asfaha,,Eritrea
Ermias Tekle Simon,,Eritrea
Marlon Sophola,,Seychelles
Leroy Chetty,,Seychelles
Errol Olivier Bacco,,Seychelles
Bakhit Djibrine,,Chad
Samuel Gueulette,Rwanda,Rwanda
Ilhan Fandi,Singapore,Singapore
Yousuf Butt,Denmark,Pakistan
Amadou Harouna,,Niger
Harib Suhail,,United Arab Emirates
Marcos Ondo,,Equatorial Guinea
Xisco,Portugal,Andorra
Amity Shamende,Zambia,Zambia
Picas,Angola,Angola
Ibrahim Sadeh,,Jordan
Nowend Lorenzo,Dominican Republic,Dominican Republic
Abel Joshua,,Mozambique
José Carvallo,Peru,Peru
Salah Fakroun,Libya,Libya
Hul Kimhuy,,Cambodia
Tes Sambath,,Cambodia
Mohamud Ali,Netherlands,Somalia
Rodolfo Cota,Mexico,Mexico
Takumi Ito,Guam,Guam
Mufeed Gamal,Yemen,Yemen
Nasser Mohammedoh,Yemen,Yemen
Omar Al Dahi,Yemen,Yemen
Ahmed Maher Gamal Khalil,Yemen,Yemen
Mohammed Qasim,Iraq,Iraq
Lucas Panayi,,Seychelles
Carlos Onezime,,Seychelles
Julio Brown,,Seychelles
Travis Quatre,,Seychelles
John Kuol,,Southern Sudan
Brahim Ngaroudal,,Chad
Serge Diguel,,Chad
Gilmar Tavinho,,Sao Tome and Principe
Ronaldo Flowers,,Antigua and Barbuda
Daniel Gilford,,British Virgin Islands
Quinton Carey,United States,Bahamas
Shemari Bryan,,Anguilla
Sidi Yacoub,Mauritania,Mauritania
Jacob Iller,,American Virgin Islands
Marcelino Núñez,Chile,Chile
Onkarabile Ratanang,,Botsuana
Gape Gaogangwe,Botsuana,Botsuana
Tlhalefo Molebatsi,Botsuana,Botsuana
Mohammed Al Ghafri,,Oman
Essam Al-Subhi,,Oman
Arshad Al Alawi,,Oman
Tumur-Ochir Tserendovdon,Mongolia,Mongolia
Mile Skoric,Jugoslawien (SFR),Croatia
Peter Byers,Antigua and Barbuda,Antigua and Barbuda
Jonas Hofmann,Germany,Germany
Ahmed Nabeel,,Bahrain
Mohamed Abdulwahab,Bahrain,Bahrain
Mohammed Khalil,Palästina,Palästina
Molvin James,Antigua and Barbuda,Antigua and Barbuda
Karanja Mack,Antigua and Barbuda,Antigua and Barbuda
Jordan François,Mauritius,Mauritius
Euclid Bertrand,,Dominica
Curtis Hutson,,Barbados
Glenson Prince,Dominica,Dominica
Kwame Opoku,Ghana,Ghana
Mukhriddin Khasanov,,Tajikistan
Islom Zoirov,,Tajikistan
Rustam Soirov,Tajikistan,Tajikistan
Aashish Lama,,Nepal
Phurba Tenzin,,Bhutan
Phub Thinley,,Bhutan
Kabi Raj Rai,,Bhutan
Thinley Tenzin,,Bhutan
Innocent Mbonihankuye,Burundi,Djibouti
Ali Youssouf Farada,,Djibouti
Fouad Moussa,Djibouti,Djibouti
Saleh Bourhan Hassan,,Djibouti
Mohamed Fouad Mohamed,,Djibouti
Abass Fouad Abdourahman,,Djibouti
Yonis Moussa Dirir,,Djibouti
Ahmed Youssouf Omar,,Djibouti
Youssouf Abdi Ahmed,Djibouti,Djibouti
Kamaliele Papani,,Tonga
Sione Uhatahi,,Tonga
Alaa Al Dali,,Syria
Mat Noron,Cambodia,Cambodia
Jan Mateo,Puerto Rico,Puerto Rico
Giovanni Padrón,,Puerto Rico
Hamizan Aziz Sulaiman,,Brunei Darussalam
Cheng-Hou Kong,Portugal,Macao
Ka-Pou Lam,,Macao
Augustine Otu,Liberia,Liberia
Marlon Ricardo Harrison,,Liberia
Armah Vaikainah,,Liberia
Edward Ledlum,,Liberia
Rasmus Schüller,Finland,Finland
Ángel Guirado,Spain,Philippines
Alexis Renderos,,El Salvador
Lamar Johnson,,St. Lucia
Paul Mbowa,,Uganda
Daniel Isiagi,Uganda,Uganda
Paul Willa,Uganda,Uganda
Shabaib Al Khaldi,,Kuwait
Ahmad Zanki,,Kuwait
Mohamed Shafeeu,,Maldives
William Thole,,Malawi
Nickson Nyasulu,,Malawi
Wani Ivan Adebo,,Southern Sudan
Ian Otieno,Kenya,Kenya
Charles Tillett,,Belize
Darrel Myvett,,Belize
Evelt Julmis,,Bahamas
Evens Julmis,,Bahamas
Nicolás López,,Bahamas
Richard Nane,,Togo
Harvy Ossété,,Congo
Sekhoane Moerane,,Lesotho
Prince Barrie,Sierra Leone,Sierra Leone
Landry Pelembi,,Central African Republic
Jospin Gaopandia,Central African Republic,Central African Republic
Levant Gbawito,Central African Republic,Central African Republic
Meylis Diniev,,Turkmenistan
Abubeker Nasir,Ethiopia,Ethiopia
Dieumerci Amale,,DR Congo
Jervez Lee,,Antigua and Barbuda
Joshua Ramos,,American Virgin Islands
Bakari Mwamnyeto,,Tanzania
Rafael Tolói,Brazil,Italy
Mbacké Ndiaye,Mauritania,Mauritania
Farid Ouédraogo,Burkina Faso,Burkina Faso
Ben Traoré,Burkina Faso,Burkina Faso
Thabo Matsoele,Lesotho,Lesotho
Kinito,Angola,Angola
Bernd Leno,Germany,Germany
Clayton Sato,United States,Guam
Moïse Adjahli,,Togo
Jeremy Copple,,Guam
Allan Aranas,Guam,Guam
Shane Healy,,Guam
Daniel Sakari,Kenya,Kenya
Lúcio Oliveira,,Sao Tome and Principe
Gualdino Mauro,Sao Tome and Principe,Sao Tome and Principe
Ibrahim Bodbous,,Libya
Luuk de Jong,Switzerland,Netherlands
Aubin Mbaigolmem,Chad,Chad
Mouad Eissa,,Libya
Eusebio Blankendal,,Bermuda
Christian Ishimwe,,Rwanda
Chinonso Eziekwe,,Nigeria
Asharaf Agoro,Togo,Togo
Henoc Inonga Baka,Zaire,DR Congo
Hugo Marques,Portugal,Angola
Eid Al Rasheedi,,Kuwait
Makueth Wol,Sudan,Southern Sudan
José Carabalí,Ecuador,Ecuador
Koko Ari,Indonesia,Indonesia
Brahim Mahamat,Chad,Chad
Georges Mikautadze,France,Georgia
John Noble,Nigeria,Nigeria
Ismaïl Ouro-Agoro,Togo,Togo
Faiz Mattoir,France,Comoros
Vid Belec,Jugoslawien (SFR),Slovenia
Hermann Nikiema,Burkina Faso,Burkina Faso
Md Rimon Hossain,,Bangladesh
Kennedy Juma,,
Sumon Reza,Bangladesh,Bangladesh
Braif Fatari,Indonesia,Indonesia
Charles Atshimene,,Nigeria
Rifkhan Mohamed,,Sri Lanka
Dhanushka Rajapaksha,,Sri Lanka
Mahmoud Al Baher,Syria,Syria
David Ospina,Colombia,Colombia
Mehedi Hassan,,Bangladesh
Hoang Viet Anh Bui,,Vietnam
Al Salama Al Salama,,Bahrain
Mohamad Rihanieh,Syria,Syria
Hoang Anh Ly Cong,,Vietnam
Van Xuan Le,Vietnam,Vietnam
Alan,Brazil,China
Rizky Ridho,Indonesia,Indonesia
Abderrahmane Medjadel,Algeria,Algeria
Akim Djaha,France,Comoros
Philomon Baffour,,Ghana
Örjan Nyland,Norway,Norway
Abbas Al Asfoor,,Bahrain
Duke Abuya,,Kenya
James Mazembe,Kenya,Kenya
Ayman Yahya,,Saudi Arabia
Ismail Wilondja Ibrahim Hakizimana,,Burundi
Muad Allafi,,Libya
Onesme Twizerimana,,Rwanda
Arik Bista,,Nepal
Joni Kauko,Finland,Finland
Saud Al Jenaie,,Kuwait
Layth Kharoub,Palästina,Palästina
Last Jesi,,Zimbabwe
Dallian Allogho,,Gabon
Carnejy Antoine,France,Haiti
Clemente Montes,Chile,Chile
Duván Zapata,Colombia,Colombia
Luciano Arriagada,Chile,Chile
Kenderson Navarro,,Guatemala
Oriyomi Murtala Lawal,,Nigeria
Paul-José Mpoku,Zaire,DR Congo
Sunil Roshan,,Sri Lanka
Alex Valera,Peru,Peru
Abdul Khair Basri,,Brunei Darussalam
Madrid Adrienne,,Seychelles
Martin Williams,,Seychelles
Hubert Jean,,Seychelles
Asman Ndikumana,,Burundi
Christophe Louis,,Mauritius
Dawson Sophie,,Mauritius
Jeffrey Antoine,,Mauritius
David Aristide,,Mauritius
Aurélien Perle,,Mauritius
Alexandro Jolicoeur,Mauritius,Mauritius
Jason Ferre,Mauritius,Mauritius
Loic Michel,Mauritius,Mauritius
Ryan Gentil,,Mauritius
Adrien Pitchen,,Mauritius
Adriano Maison Rouge,,Mauritius
Yannick Aristide,,Mauritius
Didier Legrand,,Mauritius
Kengy Saramandif,,Mauritius
Princeley Boudeuse,,Mauritius
Lousi Derek Tare,Mauritius,Mauritius
Adriano Chiu Chung Fat,,Mauritius
Dickson Nickson Job,,Tanzania
Baggio Siadi,,DR Congo
Ahmed Wadah,,Sudan
Jhilmar Lora,Peru,Peru
Sergiy Kryvtsov,UdSSR,Ukraine
César Yanis,Panama,Panama
Igor Zayats,Belarus,Belarus
Camilo Vargas,Colombia,Colombia
Francisco Madinga,,Malawi
Joel Beya,DR Congo,DR Congo
